"filename", "language", "JSON", "Markdown", "Rust", "YAML", "XML", "TypeScript", "Docker", "HTML", "MS SQL", "Ignore", "Properties", "TypeScript JSX", "CSS", "JavaScript", "JSON with Comments", "comment", "blank", "total"
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-3d1b069f671c32bfb7f55e91922be8469063e2d26fab97568d1241006da17f06.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-5b7f503a1e52f23ffbe676db4556c226c418861abd70fb64faae7928e0c9c2b3.json", "JSON", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-5f121bd824a2de3f256051566157a7e595746d511d3f78c4ebf00d1970d99d7b.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-606364c79e0990deb07dfbe6c32b3d302d083ec5333f3a5ce04113c38a041100.json", "JSON", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-72486920161fe03541a29e67953ea0349489057e4bc887746dd0582c85fc6f27.json", "JSON", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-734fcf01495d017e3b0b3c6a045dd154d12e4badf227b57ac000184dc859239c.json", "JSON", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-736799aae1d3a2c182eff67a4b9ff6bdd8fcb669fa8b298ea5ee3daeea0f4b3f.json", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-783f16def566d994dffbfa028dfb27f500b4168317351106a3da38ec127b2b0d.json", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-7e2dca3e9ad54924a25a20e6777369b90edc564bbc711dc3e6f2115dd9e3f428.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-91e2e7d73d8340fab498316ea51b1603128359c69b8c6743faf614519e3f2504.json", "JSON", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-a464e88495b538255db9c30adbeb51ae416b0dbd1edefd8852258d8708b6bebc.json", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-af56253c829c5e43f0c2ecd9de035665bdb2224889dd14fc16df56798572d81f.json", "JSON", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-bc741ef166e44c3210d0e1a6c5ddac67aefadc288bcb7ef45392d729a3060947.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-c1c4e0f25d08fcdbbbe903c4441602f942e7739b3a3ee2b39e0f78575d715ef5.json", "JSON", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-cc546479b0f8249accc77e03c4fcde03cc0f31f2798c6c0596f96aab3f46df61.json", "JSON", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-de6cca410c6df0055f69bfd6fac3467416337a2fa7ef08e20db6d16635e5d976.json", "JSON", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-e5351f3db9d0894f44e978b475b0c06c56ce05ae6fe1e94cf6d940938d8d5edd.json", "JSON", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"/home/tbn/Desktop/pessoa/backend/.sqlx/query-fc06402a72d3506fff73f75fdd3405c2c905e8cc9b87ff4f9b97174019f8e685.json", "JSON", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 47
"/home/tbn/Desktop/pessoa/backend/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 34, 23, 124
"/home/tbn/Desktop/pessoa/backend/migrations/0001_create_tables.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 6, 5, 45
"/home/tbn/Desktop/pessoa/backend/migrations/20250101000001_add_username_role_to_users.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 3, 12
"/home/tbn/Desktop/pessoa/backend/migrations/20250117000000_add_script_sharing.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 2, 18
"/home/tbn/Desktop/pessoa/backend/migrations/20250118000000_add_thumbnail_to_scripts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 5
"/home/tbn/Desktop/pessoa/backend/migrations/20250128000000_create_script_layouts_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 3, 2, 51
"/home/tbn/Desktop/pessoa/backend/migrations/20250503174857_make_blocks_script_id_not_null.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 3, 8
"/home/tbn/Desktop/pessoa/backend/migrations/20250506002947_add_dev_user.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 1, 11
"/home/tbn/Desktop/pessoa/backend/migrations/20250507000000_create_yjs_document_updates_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/home/tbn/Desktop/pessoa/backend/migrations/20250507000001_create_script_snapshots_meta_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 6
"/home/tbn/Desktop/pessoa/backend/migrations/20250514160000_add_block_order_to_blocks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 8, 0, 10
"/home/tbn/Desktop/pessoa/backend/migrations/20250514160500_add_metadata_to_blocks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 3
"/home/tbn/Desktop/pessoa/backend/migrations/20250514161500_add_user_id_to_yjs_document_updates.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 5, 1, 9
"/home/tbn/Desktop/pessoa/backend/scripts/hash_password.rs", "Rust", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 27
"/home/tbn/Desktop/pessoa/backend/src/analysis/errors.rs", "Rust", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
"/home/tbn/Desktop/pessoa/backend/src/analysis/mod.rs", "Rust", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 9
"/home/tbn/Desktop/pessoa/backend/src/analysis/parser.rs", "Rust", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 6, 93
"/home/tbn/Desktop/pessoa/backend/src/analysis/structs.rs", "Rust", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 119
"/home/tbn/Desktop/pessoa/backend/src/api/auth.rs", "Rust", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 47
"/home/tbn/Desktop/pessoa/backend/src/api/mod.rs", "Rust", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"/home/tbn/Desktop/pessoa/backend/src/api/scripts.rs", "Rust", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 91
"/home/tbn/Desktop/pessoa/backend/src/api/ws.rs", "Rust", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 125
"/home/tbn/Desktop/pessoa/backend/src/async_db_writer.rs", "Rust", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 51
