"filename", "language", "YAML", "JSON", "Markdown", "Log", "Rust", "Docker", "TypeScript", "Ignore", "MS SQL", "JSON with Comments", "JavaScript", "Properties", "XML", "HTML", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/tbn/pessoa/backend/.sqlx/query-fc06402a72d3506fff73f75fdd3405c2c905e8cc9b87ff4f9b97174019f8e685.json", "JSON", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 47
"/home/tbn/pessoa/backend/Dockerfile", "Docker", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 23, 124
"/home/tbn/pessoa/backend/migrations/0001_create_tables.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 6, 5, 45
"/home/tbn/pessoa/backend/migrations/20250101000001_add_username_role_to_users.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 3, 12
"/home/tbn/pessoa/backend/migrations/20250117000000_add_script_sharing.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 2, 18
"/home/tbn/pessoa/backend/migrations/20250118000000_add_thumbnail_to_scripts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5
"/home/tbn/pessoa/backend/migrations/20250128000000_create_script_layouts_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 3, 2, 51
"/home/tbn/pessoa/backend/migrations/20250503174857_make_blocks_script_id_not_null.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 3, 8
"/home/tbn/pessoa/backend/migrations/20250506002947_add_dev_user.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 1, 11
"/home/tbn/pessoa/backend/migrations/20250507000000_create_yjs_document_updates_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/home/tbn/pessoa/backend/migrations/20250507000001_create_script_snapshots_meta_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6
"/home/tbn/pessoa/backend/migrations/20250514160000_add_block_order_to_blocks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10
"/home/tbn/pessoa/backend/migrations/20250514160500_add_metadata_to_blocks.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3
"/home/tbn/pessoa/backend/migrations/20250514161500_add_user_id_to_yjs_document_updates.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 1, 9
"/home/tbn/pessoa/backend/scripts/hash_password.rs", "Rust", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 27
"/home/tbn/pessoa/backend/src/analysis/errors.rs", "Rust", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
"/home/tbn/pessoa/backend/src/analysis/mod.rs", "Rust", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 9
"/home/tbn/pessoa/backend/src/analysis/parser.rs", "Rust", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 6, 93
"/home/tbn/pessoa/backend/src/analysis/structs.rs", "Rust", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 119
"/home/tbn/pessoa/backend/src/api/auth.rs", "Rust", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 47
"/home/tbn/pessoa/backend/src/api/mod.rs", "Rust", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"/home/tbn/pessoa/backend/src/api/scripts.rs", "Rust", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 91
"/home/tbn/pessoa/backend/src/api/ws.rs", "Rust", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 125
"/home/tbn/pessoa/backend/src/async_db_writer.rs", "Rust", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 51
"/home/tbn/pessoa/backend/src/auth.rs", "Rust", 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 45, 401
"/home/tbn/pessoa/backend/src/error.rs", "Rust", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 165
"/home/tbn/pessoa/backend/src/gemini_api.rs", "Rust", 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 39, 362
"/home/tbn/pessoa/backend/src/handlers/mod.rs", "Rust", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/home/tbn/pessoa/backend/src/handlers/script_handlers.rs", "Rust", 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 44, 444
"/home/tbn/pessoa/backend/src/lib.rs", "Rust", 0, 0, 0, 0, 486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 77, 781
"/home/tbn/pessoa/backend/src/lib_test.rs", "Rust", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/home/tbn/pessoa/backend/src/main.rs", "Rust", 0, 0, 0, 0, 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 66, 644
"/home/tbn/pessoa/backend/src/models/block.rs", "Rust", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 24
"/home/tbn/pessoa/backend/src/models/edit.rs", "Rust", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 22
"/home/tbn/pessoa/backend/src/models/mod.rs", "Rust", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12
"/home/tbn/pessoa/backend/src/models/script.rs", "Rust", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 25
"/home/tbn/pessoa/backend/src/models/script_layout.rs", "Rust", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 50
"/home/tbn/pessoa/backend/src/models/script_share.rs", "Rust", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 50
"/home/tbn/pessoa/backend/src/models/snapshot_meta.rs", "Rust", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/tbn/pessoa/backend/src/models/user.rs", "Rust", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 24
"/home/tbn/pessoa/backend/src/models/yjs_update.rs", "Rust", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/tbn/pessoa/backend/src/persistence_event.rs", "Rust", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/home/tbn/pessoa/backend/src/script.rs", "Rust", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 29
"/home/tbn/pessoa/backend/src/snapshotting_service.rs", "Rust", 0, 0, 0, 0, 570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 63, 660
"/home/tbn/pessoa/backend/src/test_yjs.rs", "Rust", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 39
"/home/tbn/pessoa/backend/src/tests/auth.rs", "Rust", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 151
"/home/tbn/pessoa/backend/src/tests/block.rs", "Rust", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 101
"/home/tbn/pessoa/backend/src/tests/common.rs", "Rust", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40
"/home/tbn/pessoa/backend/src/tests/scripts.rs", "Rust", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 97
"/home/tbn/pessoa/backend/src/tests/user.rs", "Rust", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 141
"/home/tbn/pessoa/backend/src/tests/ws.rs", "Rust", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 47
"/home/tbn/pessoa/backend/src/thumbnail.rs", "Rust", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 233
"/home/tbn/pessoa/backend/src/ws.rs", "Rust", 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 41, 291
"/home/tbn/pessoa/backend/tests/auth.rs", "Rust", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 70
"/home/tbn/pessoa/backend/tests/block.rs", "Rust", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 72
"/home/tbn/pessoa/backend/tests/edit.rs", "Rust", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 83
"/home/tbn/pessoa/backend/tests/gemini_api_integration.rs", "Rust", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 18, 127
"/home/tbn/pessoa/backend/tests/mocks/mod.rs", "Rust", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"/home/tbn/pessoa/backend/tests/scripts.rs", "Rust", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 58
"/home/tbn/pessoa/backend/tests/user.rs", "Rust", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 59
"/home/tbn/pessoa/backend/tests/ws.rs", "Rust", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 75
"/home/tbn/pessoa/dev_startup.log", "Log", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/home/tbn/pessoa/doc-improvements/code_errors_20240628.md", "Markdown", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"/home/tbn/pessoa/doc/ADVANCED_README.md", "Markdown", 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 347
"/home/tbn/pessoa/doc/Build_rule.md", "Markdown", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 127
"/home/tbn/pessoa/doc/DEPLOYMENT.md", "Markdown", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 60
"/home/tbn/pessoa/doc/Grund_Idee.md", "Markdown", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25
"/home/tbn/pessoa/doc/Revie_rule.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/home/tbn/pessoa/doc/YJS_PERSISTENCE_STRATEGY.md", "Markdown", 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 235
"/home/tbn/pessoa/doc/branch_change.md", "Markdown", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 80
"/home/tbn/pessoa/doc/chat.md", "Markdown", 0, 0, 790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 267, 1057
"/home/tbn/pessoa/doc/chatlogs.md", "Markdown", 0, 0, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 398
